Name; Elements
WW_12000_30_450;[[6928.203,(48,148)],[6928.203,(48,148)],[12000,(36,148)],[1385.641,(36,36)],[2400,(36,36)],[2400,(36,48)],[3666.061,(36,48)],[1385.641,(36,36)],[2400,(36,36)],[2400,(36,48)],[3666.061,(36,48)]]
WW_13000_30_450;[[7505.553,(48,148)],[7505.553,(48,148)],[13000,(36,148)],[1501.111,(36,36)],[2600,(36,36)],[2600,(36,148)],[3971.566,(36,48)],[1501.111,(36,36)],[2600,(36,36)],[2600,(36,148)],[3971.566,(36,48)]]
WW_14000_30_450;[[8082.905,(48,198)],[8082.905,(48,198)],[14000,(36,148)],[1616.581,(36,36)],[2800,(36,36)],[2800,(36,148)],[4277.071,(36,148)],[1616.581,(36,36)],[2800,(36,36)],[2800,(36,148)],[4277.071,(36,148)]]
WW_15000_30_450;[[8660.255,(48,198)],[8660.255,(48,198)],[15000,(36,148)],[1732.051,(36,36)],[3000,(36,36)],[3000,(36,148)],[4582.576,(36,148)],[1732.051,(36,36)],[3000,(36,36)],[3000,(36,148)],[4582.576,(36,148)]]
WW_16000_30_450;[[9237.605,(61,198)],[9237.605,(61,198)],[16000,(36,148)],[1847.521,(36,36)],[3200,(36,36)],[3200,(36,148)],[4888.081,(36,148)],[1847.521,(36,36)],[3200,(36,36)],[3200,(36,148)],[4888.081,(36,148)]]
WW_17000_30_450;[[9814.955,(61,198)],[9814.955,(61,198)],[17000,(48,148)],[1962.991,(36,36)],[3400,(36,36)],[3400,(36,148)],[5193.586,(36,148)],[1962.991,(36,36)],[3400,(36,36)],[3400,(36,148)],[5193.586,(36,148)]]
WW_18000_30_450;[[10392.305,(61,198)],[10392.305,(61,198)],[18000,(48,148)],[2078.461,(36,36)],[3600,(36,36)],[3600,(36,148)],[5499.091,(36,148)],[2078.461,(36,36)],[3600,(36,36)],[3600,(36,148)],[5499.091,(36,148)]]
WW_5000_35_450;[[3051.937,(36,36)],[3051.937,(36,36)],[5000,(36,36)],[610.387,(36,36)],[1163.251,(36,36)],[1163.251,(36,36)],[1820.526,(36,36)],[610.387,(36,36)],[1163.251,(36,36)],[1163.251,(36,36)],[1820.526,(36,36)]]
WW_6000_35_450;[[3662.325,(36,48)],[3662.325,(36,48)],[6000,(36,36)],[732.465,(36,36)],[1395.902,(36,36)],[1395.902,(36,36)],[2184.632,(36,36)],[732.465,(36,36)],[1395.902,(36,36)],[1395.902,(36,36)],[2184.632,(36,36)]]
WW_7000_35_450;[[4272.71,(36,148)],[4272.71,(36,148)],[7000,(36,36)],[854.542,(36,36)],[1628.552,(36,36)],[1628.552,(36,36)],[2548.737,(36,36)],[854.542,(36,36)],[1628.552,(36,36)],[1628.552,(36,36)],[2548.737,(36,36)]]
WW_8000_35_450;[[4883.098,(36,148)],[4883.098,(36,148)],[8000,(36,36)],[976.62,(36,36)],[1861.202,(36,36)],[1861.202,(36,36)],[2912.842,(36,36)],[976.62,(36,36)],[1861.202,(36,36)],[1861.202,(36,36)],[2912.842,(36,36)]]
WW_9000_35_450;[[5493.485,(36,148)],[5493.485,(36,148)],[9000,(36,36)],[1098.697,(36,36)],[2093.853,(36,36)],[2093.853,(36,36)],[3276.947,(36,36)],[1098.697,(36,36)],[2093.853,(36,36)],[2093.853,(36,36)],[3276.947,(36,36)]]
WW_10000_35_450;[[6103.873,(36,148)],[6103.873,(36,148)],[10000,(36,36)],[1220.775,(36,36)],[2326.503,(36,36)],[2326.503,(36,36)],[3641.053,(36,36)],[1220.775,(36,36)],[2326.503,(36,36)],[2326.503,(36,36)],[3641.053,(36,36)]]
WW_11000_35_450;[[6714.26,(48,148)],[6714.26,(48,148)],[11000,(36,48)],[1342.852,(36,36)],[2559.153,(36,36)],[2559.153,(36,48)],[4005.158,(36,48)],[1342.852,(36,36)],[2559.153,(36,36)],[2559.153,(36,48)],[4005.158,(36,48)]]
WW_12000_35_450;[[7324.648,(48,148)],[7324.648,(48,148)],[12000,(36,148)],[1464.93,(36,36)],[2791.803,(36,36)],[2791.803,(36,148)],[4369.263,(36,48)],[1464.93,(36,36)],[2791.803,(36,36)],[2791.803,(36,148)],[4369.263,(36,48)]]
WW_13000_35_450;[[7935.035,(48,148)],[7935.035,(48,148)],[13000,(36,148)],[1587.007,(36,36)],[3024.454,(36,36)],[3024.454,(36,148)],[4733.369,(36,148)],[1587.007,(36,36)],[3024.454,(36,36)],[3024.454,(36,148)],[4733.369,(36,148)]]
WW_14000_35_450;[[8545.422,(48,148)],[8545.422,(48,148)],[14000,(36,148)],[1709.084,(36,36)],[3257.104,(36,36)],[3257.104,(36,148)],[5097.474,(36,148)],[1709.084,(36,36)],[3257.104,(36,36)],[3257.104,(36,148)],[5097.474,(36,148)]]
WW_15000_35_450;[[9155.81,(48,198)],[9155.81,(48,198)],[15000,(36,148)],[1831.162,(36,36)],[3489.754,(36,36)],[3489.754,(36,148)],[5461.579,(36,148)],[1831.162,(36,36)],[3489.754,(36,36)],[3489.754,(36,148)],[5461.579,(36,148)]]
WW_16000_35_450;[[9766.197,(61,198)],[9766.197,(61,198)],[16000,(36,148)],[1953.239,(36,36)],[3722.405,(36,36)],[3722.405,(36,148)],[5825.684,(36,148)],[1953.239,(36,36)],[3722.405,(36,36)],[3722.405,(36,148)],[5825.684,(36,148)]]
WW_17000_35_450;[[10376.585,(61,198)],[10376.585,(61,198)],[17000,(36,148)],[2075.317,(36,36)],[3955.055,(36,36)],[3955.055,(48,148)],[6189.79,(36,148)],[2075.317,(36,36)],[3955.055,(36,36)],[3955.055,(48,148)],[6189.79,(36,148)]]
WW_18000_35_450;[[10986.972,(61,198)],[10986.972,(61,198)],[18000,(48,148)],[2197.394,(36,36)],[4187.705,(36,36)],[4187.705,(48,148)],[6553.895,(36,148)],[2197.394,(36,36)],[4187.705,(36,36)],[4187.705,(48,148)],[6553.895,(36,148)]]
WW_5000_15_600;[[2588.19,(36,148)],[2588.19,(36,148)],[5000,(36,36)],[517.638,(36,36)],[641.516,(36,36)],[641.516,(36,36)],[835.901,(36,36)],[517.638,(36,36)],[641.516,(36,36)],[641.516,(36,36)],[835.901,(36,36)]]
WW_6000_15_600;[[3105.828,(36,148)],[3105.828,(36,148)],[6000,(36,36)],[621.166,(36,36)],[769.819,(36,36)],[769.819,(36,36)],[1003.081,(36,36)],[621.166,(36,36)],[769.819,(36,36)],[769.819,(36,36)],[1003.081,(36,36)]]
WW_7000_15_600;[[3623.467,(36,148)],[3623.467,(36,148)],[7000,(36,148)],[724.693,(36,36)],[898.122,(36,36)],[898.122,(36,36)],[1170.261,(36,36)],[724.693,(36,36)],[898.122,(36,36)],[898.122,(36,36)],[1170.261,(36,36)]]
WW_8000_15_600;[[4141.105,(36,148)],[4141.105,(36,148)],[8000,(36,148)],[828.221,(36,36)],[1026.426,(36,36)],[1026.426,(36,36)],[1337.441,(36,36)],[828.221,(36,36)],[1026.426,(36,36)],[1026.426,(36,36)],[1337.441,(36,36)]]
WW_9000_15_600;[[4658.743,(48,148)],[4658.743,(48,148)],[9000,(36,148)],[931.749,(36,36)],[1154.729,(36,36)],[1154.729,(36,36)],[1504.621,(36,36)],[931.749,(36,36)],[1154.729,(36,36)],[1154.729,(36,36)],[1504.621,(36,36)]]
WW_10000_15_600;[[5176.38,(48,148)],[5176.38,(48,148)],[10000,(36,148)],[1035.276,(36,36)],[1283.032,(36,36)],[1283.032,(36,36)],[1671.801,(36,36)],[1035.276,(36,36)],[1283.032,(36,36)],[1283.032,(36,36)],[1671.801,(36,36)]]
WW_11000_15_600;[[5694.02,(48,198)],[5694.02,(48,198)],[11000,(36,148)],[1138.804,(36,36)],[1411.335,(36,36)],[1411.335,(36,36)],[1838.981,(36,36)],[1138.804,(36,36)],[1411.335,(36,36)],[1411.335,(36,36)],[1838.981,(36,36)]]
WW_12000_15_600;[[6211.657,(48,198)],[6211.657,(48,198)],[12000,(48,148)],[1242.331,(36,36)],[1539.638,(36,36)],[1539.638,(36,36)],[2006.161,(36,36)],[1242.331,(36,36)],[1539.638,(36,36)],[1539.638,(36,36)],[2006.161,(36,36)]]
WW_13000_15_600;[[6729.295,(61,198)],[6729.295,(61,198)],[13000,(48,148)],[1345.859,(36,36)],[1667.942,(36,36)],[1667.942,(36,48)],[2173.342,(36,36)],[1345.859,(36,36)],[1667.942,(36,36)],[1667.942,(36,48)],[2173.342,(36,36)]]
WW_14000_15_600;[[7246.933,(61,198)],[7246.933,(61,198)],[14000,(48,148)],[1449.387,(36,36)],[1796.245,(36,36)],[1796.245,(36,148)],[2340.522,(36,36)],[1449.387,(36,36)],[1796.245,(36,36)],[1796.245,(36,148)],[2340.522,(36,36)]]
WW_15000_15_600;[[7764.572,(61,198)],[7764.572,(61,198)],[15000,(48,148)],[1552.914,(36,36)],[1924.548,(36,36)],[1924.548,(36,148)],[2507.702,(36,36)],[1552.914,(36,36)],[1924.548,(36,36)],[1924.548,(36,148)],[2507.702,(36,36)]]
WW_16000_15_600;[[8282.21,(73,198)],[8282.21,(73,198)],[16000,(48,198)],[1656.442,(36,36)],[2052.851,(36,36)],[2052.851,(36,148)],[2674.882,(36,48)],[1656.442,(36,36)],[2052.851,(36,36)],[2052.851,(36,148)],[2674.882,(36,48)]]
WW_17000_15_600;[[8799.848,(73,198)],[8799.848,(73,198)],[17000,(61,198)],[1759.97,(36,48)],[2181.154,(36,36)],[2181.154,(36,148)],[2842.062,(36,48)],[1759.97,(36,48)],[2181.154,(36,36)],[2181.154,(36,148)],[2842.062,(36,48)]]
WW_18000_15_600;[[9317.485,(73,198)],[9317.485,(73,198)],[18000,(61,198)],[1863.497,(36,148)],[2309.457,(36,36)],[2309.457,(36,148)],[3009.242,(36,148)],[1863.497,(36,148)],[2309.457,(36,36)],[2309.457,(36,148)],[3009.242,(36,148)]]
WW_5000_20_600;[[2660.445,(36,48)],[2660.445,(36,48)],[5000,(36,36)],[532.089,(36,36)],[740.316,(36,36)],[740.316,(36,36)],[1038.251,(36,36)],[532.089,(36,36)],[740.316,(36,36)],[740.316,(36,36)],[1038.251,(36,36)]]
WW_6000_20_600;[[3192.533,(36,148)],[3192.533,(36,148)],[6000,(36,36)],[638.507,(36,36)],[888.379,(36,36)],[888.379,(36,36)],[1245.901,(36,36)],[638.507,(36,36)],[888.379,(36,36)],[888.379,(36,36)],[1245.901,(36,36)]]
WW_7000_20_600;[[3724.622,(36,148)],[3724.622,(36,148)],[7000,(36,36)],[744.924,(36,36)],[1036.442,(36,36)],[1036.442,(36,36)],[1453.551,(36,36)],[744.924,(36,36)],[1036.442,(36,36)],[1036.442,(36,36)],[1453.551,(36,36)]]
WW_8000_20_600;[[4256.71,(36,148)],[4256.71,(36,148)],[8000,(36,148)],[851.342,(36,36)],[1184.505,(36,36)],[1184.505,(36,36)],[1661.201,(36,36)],[851.342,(36,36)],[1184.505,(36,36)],[1184.505,(36,36)],[1661.201,(36,36)]]
WW_9000_20_600;[[4788.8,(36,148)],[4788.8,(36,148)],[9000,(36,148)],[957.76,(36,36)],[1332.568,(36,36)],[1332.568,(36,36)],[1868.851,(36,36)],[957.76,(36,36)],[1332.568,(36,36)],[1332.568,(36,36)],[1868.851,(36,36)]]
WW_10000_20_600;[[5320.89,(48,148)],[5320.89,(48,148)],[10000,(36,148)],[1064.178,(36,36)],[1480.631,(36,36)],[1480.631,(36,36)],[2076.501,(36,36)],[1064.178,(36,36)],[1480.631,(36,36)],[1480.631,(36,36)],[2076.501,(36,36)]]
WW_11000_20_600;[[5852.978,(48,148)],[5852.978,(48,148)],[11000,(36,148)],[1170.596,(36,36)],[1628.694,(36,36)],[1628.694,(36,36)],[2284.152,(36,36)],[1170.596,(36,36)],[1628.694,(36,36)],[1628.694,(36,36)],[2284.152,(36,36)]]
WW_12000_20_600;[[6385.067,(48,198)],[6385.067,(48,198)],[12000,(36,148)],[1277.013,(36,36)],[1776.758,(36,36)],[1776.758,(36,48)],[2491.802,(36,36)],[1277.013,(36,36)],[1776.758,(36,36)],[1776.758,(36,48)],[2491.802,(36,36)]]
WW_13000_20_600;[[6917.155,(48,198)],[6917.155,(48,198)],[13000,(48,148)],[1383.431,(36,36)],[1924.821,(36,36)],[1924.821,(36,48)],[2699.452,(36,36)],[1383.431,(36,36)],[1924.821,(36,36)],[1924.821,(36,48)],[2699.452,(36,36)]]
WW_14000_20_600;[[7449.245,(61,198)],[7449.245,(61,198)],[14000,(48,148)],[1489.849,(36,36)],[2072.884,(36,36)],[2072.884,(36,148)],[2907.102,(36,48)],[1489.849,(36,36)],[2072.884,(36,36)],[2072.884,(36,148)],[2907.102,(36,48)]]
WW_15000_20_600;[[7981.333,(61,198)],[7981.333,(61,198)],[15000,(48,148)],[1596.267,(36,36)],[2220.947,(36,36)],[2220.947,(36,148)],[3114.752,(36,148)],[1596.267,(36,36)],[2220.947,(36,36)],[2220.947,(36,148)],[3114.752,(36,148)]]
WW_16000_20_600;[[8513.422,(61,198)],[8513.422,(61,198)],[16000,(48,148)],[1702.684,(36,36)],[2369.01,(36,36)],[2369.01,(36,148)],[3322.402,(36,148)],[1702.684,(36,36)],[2369.01,(36,36)],[2369.01,(36,148)],[3322.402,(36,148)]]
WW_17000_20_600;[[9045.51,(73,198)],[9045.51,(73,198)],[17000,(48,198)],[1809.102,(36,48)],[2517.073,(36,36)],[2517.073,(36,148)],[3530.052,(36,148)],[1809.102,(36,48)],[2517.073,(36,36)],[2517.073,(36,148)],[3530.052,(36,148)]]
WW_18000_20_600;[[9577.6,(73,198)],[9577.6,(73,198)],[18000,(48,198)],[1915.52,(36,148)],[2665.136,(36,36)],[2665.136,(36,148)],[3737.703,(36,148)],[1915.52,(36,148)],[2665.136,(36,36)],[2665.136,(36,148)],[3737.703,(36,148)]]
WW_5000_25_600;[[2758.445,(36,48)],[2758.445,(36,48)],[5000,(36,36)],[551.689,(36,36)],[859.794,(36,36)],[859.794,(36,36)],[1268.471,(36,36)],[551.689,(36,36)],[859.794,(36,36)],[859.794,(36,36)],[1268.471,(36,36)]]
WW_6000_25_600;[[3310.135,(36,148)],[3310.135,(36,148)],[6000,(36,36)],[662.027,(36,36)],[1031.753,(36,36)],[1031.753,(36,36)],[1522.165,(36,36)],[662.027,(36,36)],[1031.753,(36,36)],[1031.753,(36,36)],[1522.165,(36,36)]]
WW_7000_25_600;[[3861.823,(36,148)],[3861.823,(36,148)],[7000,(36,36)],[772.365,(36,36)],[1203.712,(36,36)],[1203.712,(36,36)],[1775.859,(36,36)],[772.365,(36,36)],[1203.712,(36,36)],[1203.712,(36,36)],[1775.859,(36,36)]]
WW_8000_25_600;[[4413.512,(36,148)],[4413.512,(36,148)],[8000,(36,48)],[882.702,(36,36)],[1375.671,(36,36)],[1375.671,(36,36)],[2029.553,(36,36)],[882.702,(36,36)],[1375.671,(36,36)],[1375.671,(36,36)],[2029.553,(36,36)]]
WW_9000_25_600;[[4965.2,(36,148)],[4965.2,(36,148)],[9000,(36,148)],[993.04,(36,36)],[1547.63,(36,36)],[1547.63,(36,36)],[2283.247,(36,36)],[993.04,(36,36)],[1547.63,(36,36)],[1547.63,(36,36)],[2283.247,(36,36)]]
WW_10000_25_600;[[5516.89,(48,148)],[5516.89,(48,148)],[10000,(36,148)],[1103.378,(36,36)],[1719.589,(36,36)],[1719.589,(36,36)],[2536.941,(36,36)],[1103.378,(36,36)],[1719.589,(36,36)],[1719.589,(36,36)],[2536.941,(36,36)]]
WW_11000_25_600;[[6068.578,(48,148)],[6068.578,(48,148)],[11000,(36,148)],[1213.716,(36,36)],[1891.548,(36,36)],[1891.548,(36,36)],[2790.635,(36,36)],[1213.716,(36,36)],[1891.548,(36,36)],[1891.548,(36,36)],[2790.635,(36,36)]]
WW_12000_25_600;[[6620.268,(48,148)],[6620.268,(48,148)],[12000,(36,148)],[1324.054,(36,36)],[2063.507,(36,36)],[2063.507,(36,48)],[3044.329,(36,48)],[1324.054,(36,36)],[2063.507,(36,36)],[2063.507,(36,48)],[3044.329,(36,48)]]
WW_13000_25_600;[[7171.957,(48,198)],[7171.957,(48,198)],[13000,(36,148)],[1434.391,(36,36)],[2235.465,(36,36)],[2235.465,(36,148)],[3298.024,(36,48)],[1434.391,(36,36)],[2235.465,(36,36)],[2235.465,(36,148)],[3298.024,(36,48)]]
WW_14000_25_600;[[7723.645,(61,198)],[7723.645,(61,198)],[14000,(48,148)],[1544.729,(36,36)],[2407.424,(36,36)],[2407.424,(36,148)],[3551.718,(36,148)],[1544.729,(36,36)],[2407.424,(36,36)],[2407.424,(36,148)],[3551.718,(36,148)]]
WW_15000_25_600;[[8275.335,(61,198)],[8275.335,(61,198)],[15000,(48,148)],[1655.067,(36,36)],[2579.383,(36,36)],[2579.383,(36,148)],[3805.412,(36,148)],[1655.067,(36,36)],[2579.383,(36,36)],[2579.383,(36,148)],[3805.412,(36,148)]]
WW_16000_25_600;[[8827.023,(61,198)],[8827.023,(61,198)],[16000,(48,148)],[1765.405,(36,36)],[2751.342,(36,36)],[2751.342,(36,148)],[4059.106,(36,148)],[1765.405,(36,36)],[2751.342,(36,36)],[2751.342,(36,148)],[4059.106,(36,148)]]
WW_17000_25_600;[[9378.712,(61,198)],[9378.712,(61,198)],[17000,(48,148)],[1875.742,(36,48)],[2923.301,(36,36)],[2923.301,(36,148)],[4312.8,(36,148)],[1875.742,(36,48)],[2923.301,(36,36)],[2923.301,(36,148)],[4312.8,(36,148)]]
WW_18000_25_600;[[9930.402,(73,198)],[9930.402,(73,198)],[18000,(48,148)],[1986.08,(36,48)],[3095.26,(36,36)],[3095.26,(36,148)],[4566.494,(36,148)],[1986.08,(36,48)],[3095.26,(36,36)],[3095.26,(36,148)],[4566.494,(36,148)]]
WW_5000_30_600;[[2886.752,(36,48)],[2886.752,(36,48)],[5000,(36,36)],[577.35,(36,36)],[1000,(36,36)],[1000,(36,36)],[1527.525,(36,36)],[577.35,(36,36)],[1000,(36,36)],[1000,(36,36)],[1527.525,(36,36)]]
WW_6000_30_600;[[3464.102,(36,148)],[3464.102,(36,148)],[6000,(36,36)],[692.82,(36,36)],[1200,(36,36)],[1200,(36,36)],[1833.03,(36,36)],[692.82,(36,36)],[1200,(36,36)],[1200,(36,36)],[1833.03,(36,36)]]
WW_7000_30_600;[[4041.452,(36,148)],[4041.452,(36,148)],[7000,(36,36)],[808.29,(36,36)],[1400,(36,36)],[1400,(36,36)],[2138.535,(36,36)],[808.29,(36,36)],[1400,(36,36)],[1400,(36,36)],[2138.535,(36,36)]]
WW_8000_30_600;[[4618.802,(36,148)],[4618.802,(36,148)],[8000,(36,36)],[923.76,(36,36)],[1600,(36,36)],[1600,(36,36)],[2444.04,(36,36)],[923.76,(36,36)],[1600,(36,36)],[1600,(36,36)],[2444.04,(36,36)]]
WW_9000_30_600;[[5196.152,(36,148)],[5196.152,(36,148)],[9000,(36,48)],[1039.23,(36,36)],[1800,(36,36)],[1800,(36,36)],[2749.545,(36,36)],[1039.23,(36,36)],[1800,(36,36)],[1800,(36,36)],[2749.545,(36,36)]]
WW_10000_30_600;[[5773.503,(48,148)],[5773.503,(48,148)],[10000,(36,148)],[1154.701,(36,36)],[2000,(36,36)],[2000,(36,36)],[3055.05,(36,36)],[1154.701,(36,36)],[2000,(36,36)],[2000,(36,36)],[3055.05,(36,36)]]
WW_11000_30_600;[[6350.853,(48,148)],[6350.853,(48,148)],[11000,(36,148)],[1270.171,(36,36)],[2200,(36,36)],[2200,(36,48)],[3360.556,(36,48)],[1270.171,(36,36)],[2200,(36,36)],[2200,(36,48)],[3360.556,(36,48)]]
WW_12000_30_600;[[6928.203,(48,148)],[6928.203,(48,148)],[12000,(36,148)],[1385.641,(36,36)],[2400,(36,36)],[2400,(36,148)],[3666.061,(36,148)],[1385.641,(36,36)],[2400,(36,36)],[2400,(36,148)],[3666.061,(36,148)]]
WW_13000_30_600;[[7505.553,(48,198)],[7505.553,(48,198)],[13000,(36,148)],[1501.111,(36,36)],[2600,(36,36)],[2600,(36,148)],[3971.566,(36,148)],[1501.111,(36,36)],[2600,(36,36)],[2600,(36,148)],[3971.566,(36,148)]]
WW_14000_30_600;[[8082.905,(48,198)],[8082.905,(48,198)],[14000,(36,148)],[1616.581,(36,36)],[2800,(36,36)],[2800,(36,148)],[4277.071,(36,148)],[1616.581,(36,36)],[2800,(36,36)],[2800,(36,148)],[4277.071,(36,148)]]
WW_15000_30_600;[[8660.255,(61,198)],[8660.255,(61,198)],[15000,(48,148)],[1732.051,(36,36)],[3000,(36,36)],[3000,(36,148)],[4582.576,(36,148)],[1732.051,(36,36)],[3000,(36,36)],[3000,(36,148)],[4582.576,(36,148)]]
WW_16000_30_600;[[9237.605,(61,198)],[9237.605,(61,198)],[16000,(48,148)],[1847.521,(36,36)],[3200,(36,36)],[3200,(36,148)],[4888.081,(36,148)],[1847.521,(36,36)],[3200,(36,36)],[3200,(36,148)],[4888.081,(36,148)]]
WW_17000_30_600;[[9814.955,(61,198)],[9814.955,(61,198)],[17000,(48,148)],[1962.991,(36,48)],[3400,(36,36)],[3400,(48,148)],[5193.586,(36,148)],[1962.991,(36,48)],[3400,(36,36)],[3400,(48,148)],[5193.586,(36,148)]]
WW_18000_30_600;[[10392.305,(73,198)],[10392.305,(73,198)],[18000,(48,148)],[2078.461,(36,48)],[3600,(36,36)],[3600,(48,148)],[5499.091,(36,148)],[2078.461,(36,48)],[3600,(36,36)],[3600,(48,148)],[5499.091,(36,148)]]
WW_5000_35_600;[[3051.937,(36,48)],[3051.937,(36,48)],[5000,(36,36)],[610.387,(36,36)],[1163.251,(36,36)],[1163.251,(36,36)],[1820.526,(36,36)],[610.387,(36,36)],[1163.251,(36,36)],[1163.251,(36,36)],[1820.526,(36,36)]]
WW_6000_35_600;[[3662.325,(36,148)],[3662.325,(36,148)],[6000,(36,36)],[732.465,(36,36)],[1395.902,(36,36)],[1395.902,(36,36)],[2184.632,(36,36)],[732.465,(36,36)],[1395.902,(36,36)],[1395.902,(36,36)],[2184.632,(36,36)]]
WW_7000_35_600;[[4272.71,(36,148)],[4272.71,(36,148)],[7000,(36,36)],[854.542,(36,36)],[1628.552,(36,36)],[1628.552,(36,36)],[2548.737,(36,36)],[854.542,(36,36)],[1628.552,(36,36)],[1628.552,(36,36)],[2548.737,(36,36)]]
WW_8000_35_600;[[4883.098,(36,148)],[4883.098,(36,148)],[8000,(36,36)],[976.62,(36,36)],[1861.202,(36,36)],[1861.202,(36,36)],[2912.842,(36,36)],[976.62,(36,36)],[1861.202,(36,36)],[1861.202,(36,36)],[2912.842,(36,36)]]
WW_9000_35_600;[[5493.485,(36,148)],[5493.485,(36,148)],[9000,(36,36)],[1098.697,(36,36)],[2093.853,(36,36)],[2093.853,(36,36)],[3276.947,(36,36)],[1098.697,(36,36)],[2093.853,(36,36)],[2093.853,(36,36)],[3276.947,(36,36)]]
WW_10000_35_600;[[6103.873,(48,148)],[6103.873,(48,148)],[10000,(36,148)],[1220.775,(36,36)],[2326.503,(36,36)],[2326.503,(36,48)],[3641.053,(36,48)],[1220.775,(36,36)],[2326.503,(36,36)],[2326.503,(36,48)],[3641.053,(36,48)]]
WW_11000_35_600;[[6714.26,(48,148)],[6714.26,(48,148)],[11000,(36,148)],[1342.852,(36,36)],[2559.153,(36,36)],[2559.153,(36,148)],[4005.158,(36,148)],[1342.852,(36,36)],[2559.153,(36,36)],[2559.153,(36,148)],[4005.158,(36,148)]]
WW_12000_35_600;[[7324.648,(48,148)],[7324.648,(48,148)],[12000,(36,148)],[1464.93,(36,36)],[2791.803,(36,36)],[2791.803,(36,148)],[4369.263,(36,148)],[1464.93,(36,36)],[2791.803,(36,36)],[2791.803,(36,148)],[4369.263,(36,148)]]
WW_13000_35_600;[[7935.035,(48,198)],[7935.035,(48,198)],[13000,(36,148)],[1587.007,(36,36)],[3024.454,(36,36)],[3024.454,(36,148)],[4733.369,(36,148)],[1587.007,(36,36)],[3024.454,(36,36)],[3024.454,(36,148)],[4733.369,(36,148)]]
WW_14000_35_600;[[8545.422,(48,198)],[8545.422,(48,198)],[14000,(36,148)],[1709.084,(36,36)],[3257.104,(36,36)],[3257.104,(36,148)],[5097.474,(36,148)],[1709.084,(36,36)],[3257.104,(36,36)],[3257.104,(36,148)],[5097.474,(36,148)]]
WW_15000_35_600;[[9155.81,(61,198)],[9155.81,(61,198)],[15000,(36,148)],[1831.162,(36,36)],[3489.754,(36,36)],[3489.754,(36,148)],[5461.579,(36,148)],[1831.162,(36,36)],[3489.754,(36,36)],[3489.754,(36,148)],[5461.579,(36,148)]]
WW_16000_35_600;[[9766.197,(61,198)],[9766.197,(61,198)],[16000,(48,148)],[1953.239,(36,36)],[3722.405,(36,36)],[3722.405,(48,148)],[5825.684,(36,148)],[1953.239,(36,36)],[3722.405,(36,36)],[3722.405,(48,148)],[5825.684,(36,148)]]
WW_17000_35_600;[[10376.585,(61,198)],[10376.585,(61,198)],[17000,(48,148)],[2075.317,(36,48)],[3955.055,(36,36)],[3955.055,(48,148)],[6189.79,(48,148)],[2075.317,(36,48)],[3955.055,(36,36)],[3955.055,(48,148)],[6189.79,(48,148)]]
WW_18000_35_600;[[10986.972,(73,198)],[10986.972,(73,198)],[18000,(48,148)],[2197.394,(36,48)],[4187.705,(36,48)],[4187.705,(48,148)],[6553.895,(48,148)],[2197.394,(36,48)],[4187.705,(36,48)],[4187.705,(48,148)],[6553.895,(48,148)]]
WW_5000_15_750;[[2588.19,(36,148)],[2588.19,(36,148)],[5000,(36,36)],[517.638,(36,36)],[641.516,(36,36)],[641.516,(36,36)],[835.901,(36,36)],[517.638,(36,36)],[641.516,(36,36)],[641.516,(36,36)],[835.901,(36,36)]]
WW_6000_15_750;[[3105.828,(36,148)],[3105.828,(36,148)],[6000,(36,36)],[621.166,(36,36)],[769.819,(36,36)],[769.819,(36,36)],[1003.081,(36,36)],[621.166,(36,36)],[769.819,(36,36)],[769.819,(36,36)],[1003.081,(36,36)]]
WW_7000_15_750;[[3623.467,(36,148)],[3623.467,(36,148)],[7000,(36,148)],[724.693,(36,36)],[898.122,(36,36)],[898.122,(36,36)],[1170.261,(36,36)],[724.693,(36,36)],[898.122,(36,36)],[898.122,(36,36)],[1170.261,(36,36)]]
WW_8000_15_750;[[4141.105,(48,148)],[4141.105,(48,148)],[8000,(36,148)],[828.221,(36,36)],[1026.426,(36,36)],[1026.426,(36,36)],[1337.441,(36,36)],[828.221,(36,36)],[1026.426,(36,36)],[1026.426,(36,36)],[1337.441,(36,36)]]
WW_9000_15_750;[[4658.743,(48,148)],[4658.743,(48,148)],[9000,(36,148)],[931.749,(36,36)],[1154.729,(36,36)],[1154.729,(36,36)],[1504.621,(36,36)],[931.749,(36,36)],[1154.729,(36,36)],[1154.729,(36,36)],[1504.621,(36,36)]]
WW_10000_15_750;[[5176.38,(48,148)],[5176.38,(48,148)],[10000,(36,148)],[1035.276,(36,36)],[1283.032,(36,36)],[1283.032,(36,36)],[1671.801,(36,36)],[1035.276,(36,36)],[1283.032,(36,36)],[1283.032,(36,36)],[1671.801,(36,36)]]
WW_11000_15_750;[[5694.02,(48,198)],[5694.02,(48,198)],[11000,(48,148)],[1138.804,(36,36)],[1411.335,(36,36)],[1411.335,(36,36)],[1838.981,(36,36)],[1138.804,(36,36)],[1411.335,(36,36)],[1411.335,(36,36)],[1838.981,(36,36)]]
WW_12000_15_750;[[6211.657,(61,198)],[6211.657,(61,198)],[12000,(48,148)],[1242.331,(36,36)],[1539.638,(36,36)],[1539.638,(36,48)],[2006.161,(36,36)],[1242.331,(36,36)],[1539.638,(36,36)],[1539.638,(36,48)],[2006.161,(36,36)]]
